Date,Home Team,Away Team,Result,Stage,Scoresheet_Home,Scorer_Home,Scoresheet_Away,Scorer_Away
"Oct 19, 1994",IFK Göteborg,Galatasaray,1:0,Group A,"[""76'""]",['Magnus Erlingmark'],[],[]
"Nov 2, 1994",Barcelona,Man Utd,4:0,Group A,"[""9'"", ""45'"", ""52'"", ""88'""]","['Hristo Stoichkov', 'Romário', 'Hristo Stoichkov', 'Albert Ferrer']",[],[]
"Nov 2, 1994",Galatasaray,IFK Göteborg,0:1,Group A,[],[],"[""86'""]",['Magnus Erlingmark']
"Nov 23, 1994",IFK Göteborg,Man Utd,3:1,Group A,"[""10'"", ""65'"", ""72'""]","['Jesper Blomqvist', 'Magnus Erlingmark', 'Pontus Kamark']","[""64'""]",['Mark Hughes']
"Nov 23, 1994",Galatasaray,Barcelona,2:1,Group A,"[""72'"", ""88'""]","['Hakan Şükür', 'Arif Erdem']","[""15'""]",['Romário']
"Dec 7, 1994",Barcelona,IFK Göteborg,1:1,Group A,"[""81'""]",['José Mari Bakero'],"[""89'""]",['Stefan Rehn']
"Dec 7, 1994",Man Utd,Galatasaray,4:0,Group A,"[""2'"", ""37'"", ""48'"", ""87'""]","['Simon Davies', 'David Beckham', 'Roy Keane', 'Bülent Korkmaz']",[],[]
"Sep 14, 1994",Dynamo Kyiv,Spartak Moscow,3:2,Group B,"[""48'"", ""76'"", ""86'""]","['Viktor Leonenko', 'Viktor Leonenko', 'Sergiy Rebrov']","[""12'"", ""38'""]","['Nikolay Pisarev', 'Andrey Tikhonov']"
"Sep 14, 1994",Paris SG,Bayern Munich,2:0,Group B,"[""41'"", ""83'""]","['George Weah', 'Daniel Bravo']",[],[]
"Sep 28, 1994",Bayern Munich,Dynamo Kyiv,1:0,Group B,"[""9'""]",['Mehmet Scholl'],[],[]
"Sep 28, 1994",Spartak Moscow,Paris SG,1:2,Group B,"[""40'""]",['Rashid Rakhimov'],"[""52'"", ""59'""]","['Paul Le Guen', 'Valdo']"
"Oct 19, 1994",Dynamo Kyiv,Paris SG,1:2,Group B,"[""33'""]",['Viktor Leonenko'],"[""26'"", ""75'""]","['Vincent Guérin', 'George Weah']"
"Oct 19, 1994",Spartak Moscow,Bayern Munich,1:1,Group B,"[""77'""]",['Nikolay Pisarev'],"[""90'""]",['Markus Babbel']
"Nov 2, 1994",Paris SG,Dynamo Kyiv,1:0,Group B,"[""68'""]",['George Weah'],[],[]
"Nov 2, 1994",Bayern Munich,Spartak Moscow,2:2,Group B,"[""28'"", ""36'""]","['Christian Nerlinger', 'Samuel Kuffour']","[""4'"", ""32'""]","['Andrey Tikhonov', 'Dmitriy Alenichev']"
"Nov 23, 1994",Spartak Moscow,Dynamo Kyiv,1:0,Group B,"[""51'""]",['Mukhsin Mukhamadiev'],[],[]
"Nov 23, 1994",Bayern Munich,Paris SG,0:1,Group B,[],[],"[""80'""]",['George Weah']
"Dec 7, 1994",Dynamo Kyiv,Bayern Munich,1:4,Group B,"[""38'""]",['Andriy Shevchenko'],"[""45'"", ""57'"", ""82'"", ""87'""]","['Christian Nerlinger', 'Jean-Pierre Papin', 'Jean-Pierre Papin', 'Mehmet Scholl']"
"Dec 7, 1994",Paris SG,Spartak Moscow,4:1,Group B,"[""27'"", ""41'"", ""50'"", ""58'""]","['George Weah', 'David Ginola', 'George Weah', 'Raí']","[""64'""]",['Sergey Rodionov']
"Sep 14, 1994",RSC Anderlecht,Steaua Bucharest,0:0,Group C,[],[],[],[]
"Sep 14, 1994",Hajduk Split,Benfica,0:0,Group C,[],[],[],[]
"Sep 28, 1994",Benfica,RSC Anderlecht,3:1,Group C,"[""26'"", ""40'"", ""72'""]","['Claudio Caniggia', 'Claudio Caniggia', 'Tavares']","[""88'""]",['Paulo Madeira']
"Sep 28, 1994",Steaua Bucharest,Hajduk Split,0:1,Group C,[],[],"[""89'""]",['Aljosa Asanovic']
"Oct 19, 1994",Benfica,Steaua Bucharest,2:1,Group C,"[""44'"", ""60'""]","['Claudio Caniggia', 'João Pinto']","[""89'""]",['Damian Militaru']
"Oct 19, 1994",Hajduk Split,RSC Anderlecht,2:1,Group C,"[""34'"", ""86'""]","['Nenad Pralija', 'Darko Butorovic']","[""88'""]",['Josip Weber']
"Nov 2, 1994",Steaua Bucharest,Benfica,1:1,Group C,"[""27'""]",['Basarab Panduru'],"[""63'""]",['Hélder Cristóvão']
"Nov 2, 1994",RSC Anderlecht,Hajduk Split,0:0,Group C,[],[],[],[]
"Nov 23, 1994",Steaua Bucharest,RSC Anderlecht,1:1,Group C,"[""54'""]",['Anton Dobos'],"[""43'""]",['John Bosman']
"Nov 23, 1994",Benfica,Hajduk Split,2:1,Group C,"[""32'"", ""76'""]","['Isaías', 'João Pinto']","[""71'""]",['Stjepan Andrijasevic']
"Dec 7, 1994",RSC Anderlecht,Benfica,1:1,Group C,"[""48'""]",['Graeme Rutjes'],"[""82'""]",['Edílson']
"Dec 7, 1994",Hajduk Split,Steaua Bucharest,1:4,Group C,"[""48'""]",['Stjepan Andrijasevic'],"[""11'"", ""23'"", ""31'"", ""90'""]","['Adrian Ilie', 'Marius Lăcătuş', 'Adrian Ilie', 'Constantin Gâlcă']"
"Sep 14, 1994",Ajax,Milan,2:0,Group D,"[""51'"", ""65'""]","['Ronald de Boer', 'Jari Litmanen']",[],[]
"Sep 14, 1994",Casino Salzburg,AEK Athens,0:0,Group D,[],[],[],[]
"Sep 28, 1994",AEK Athens,Ajax,1:2,Group D,"[""30'""]",['Toni Savevski'],"[""33'"", ""63'""]","['Jari Litmanen', 'Patrick Kluivert']"
"Sep 28, 1994",Milan,Casino Salzburg,3:0,Group D,"[""39'"", ""59'"", ""64'""]","['Giovanni Stroppa', 'Marco Simone', 'Marco Simone']",[],[]
"Oct 19, 1994",AEK Athens,Milan,0:0,Group D,[],[],[],[]
"Oct 19, 1994",Casino Salzburg,Ajax,0:0,Group D,[],[],[],[]
"Nov 2, 1994",Milan,AEK Athens,2:1,Group D,"[""68'"", ""73'""]","['Christian Panucci', 'Christian Panucci']","[""15'""]",['Toni Savevski']
"Nov 2, 1994",Ajax,Casino Salzburg,1:1,Group D,"[""85'""]",['Jari Litmanen'],"[""63'""]",['Tomislav Kocijan']
"Nov 23, 1994",Milan,Ajax,0:2,Group D,[],[],"[""2'"", ""66'""]","['Jari Litmanen', 'Franco Baresi']"
"Nov 23, 1994",AEK Athens,Casino Salzburg,1:3,Group D,"[""28'""]",['Michalis Vlachos'],"[""7'"", ""9'"", ""77'""]","['Heimo Pfeifenberger', 'Heimo Pfeifenberger', 'Ralph Hasenhüttl']"
"Dec 7, 1994",Ajax,AEK Athens,2:0,Group D,"[""7'"", ""81'""]","['Tarik Oulida', 'Tarik Oulida']",[],[]
"Dec 7, 1994",Casino Salzburg,Milan,0:1,Group D,[],[],"[""26'""]",['Daniele Massaro']
"Mar 1, 1995",Hajduk Split,Ajax,0:0,Quarter Finals Leg 1,[],[],[],[]
"Mar 1, 1995",Milan,Benfica,2:0,Quarter Finals Leg 1,"[""63'"", ""75'""]","['Marco Simone', 'Marco Simone']",[],[]
"Mar 1, 1995",Barcelona,Paris SG,1:1,Quarter Finals Leg 1,"[""48'""]",['Igor Korneev'],"[""57'""]",['George Weah']
"Mar 1, 1995",Bayern Munich,IFK Göteborg,0:0,Quarter Finals Leg 1,[],[],[],[]
"Mar 15, 1995",Paris SG,Barcelona,2:1,Quarter Finals Leg 2,"[""72'"", ""83'""]","['Raí', 'Vincent Guérin']","[""50'""]",['José Mari Bakero']
"Mar 15, 1995",Ajax,Hajduk Split,3:0,Quarter Finals Leg 2,"[""34'"", ""43'"", ""67'""]","['Nwankwo Kanu', 'Frank de Boer', 'Frank de Boer']",[],[]
"Mar 15, 1995",Benfica,Milan,0:0,Quarter Finals Leg 2,[],[],[],[]
"Mar 15, 1995",IFK Göteborg,Bayern Munich,2:2,Quarter Finals Leg 2,"[""79'"", ""90'""]","['Mats Lilienberg', 'Mikael Martinsson']","[""64'"", ""72'""]","['Alexander Zickler', 'Christian Nerlinger']"
"Apr 5, 1995",Bayern Munich,Ajax,0:0,Semi Finals Leg 1,[],[],[],[]
"Apr 5, 1995",Paris SG,Milan,0:1,Semi Finals Leg 1,[],[],"[""90'""]",['Zvonimir Boban']
"Apr 19, 1995",Ajax,Bayern Munich,5:2,Semi Finals Leg 2,"[""12'"", ""41'"", ""44'"", ""46'"", ""88'""]","['Jari Litmanen', 'Finidi George', 'Ronald de Boer', 'Jari Litmanen', 'Marc Overmars']","[""36'"", ""75'""]","['Marcel Witeczek', 'Mehmet Scholl']"
"Apr 19, 1995",Milan,Paris SG,2:0,Semi Finals Leg 2,"[""21'"", ""68'""]","['Dejan Savicevic', 'Dejan Savicevic']",[],[]
"May 24, 1995",Ajax,Milan,1:0,Final,"[""85'""]",['Patrick Kluivert'],[],[]
"Sep 13, 1995",FC Nantes,FC Porto,0:0,Group A,[],[],[],[]
"Oct 25, 1995",Aalborg BK,Panathinaikos,2:1,Group A,"[""7'"", ""90'""]","['Erik Bo Andersen', 'Jens Madsen']","[""41'""]",['Krzysztof Warzycha']
"Sep 27, 1995",Panathinaikos,FC Nantes,3:1,Group A,"[""17'"", ""30'"", ""46'""]","['Georgios Georgiadis', 'Krzysztof Warzycha', 'Krzysztof Warzycha']","[""88'""]","[""Japhet N'Doram""]"
"Sep 27, 1995",FC Porto,Aalborg BK,2:0,Group A,"[""41'"", ""62'""]","['Rui Barros', 'Rui Barros']",[],[]
"Oct 18, 1995",FC Porto,Panathinaikos,0:1,Group A,[],[],"[""41'""]",['Dimitrios Markos']
"Oct 18, 1995",FC Nantes,Aalborg BK,3:1,Group A,"[""5'"", ""55'"", ""75'""]","['Nicolas Ouédec', 'Reynald Pedros', 'Roman Kosecki']","[""46'""]",['Erik Bo Andersen']
"Nov 1, 1995",Panathinaikos,FC Porto,0:0,Group A,[],[],[],[]
"Nov 1, 1995",Aalborg BK,FC Nantes,0:2,Group A,[],[],"[""10'"", ""68'""]","['Laurent Guyot', 'Nicolas Ouédec']"
"Nov 22, 1995",FC Porto,FC Nantes,2:2,Group A,"[""10'"", ""56'""]","['Ljubinko Drulovic', 'Zé Carlos']","[""3'"", ""34'""]","['Reynald Pedros', 'Reynald Pedros']"
"Nov 22, 1995",Panathinaikos,Aalborg BK,2:0,Group A,"[""1'"", ""39'""]","['Alexis Alexoudis', 'Georgios Savvas Georgiadis']",[],[]
"Dec 6, 1995",FC Nantes,Panathinaikos,0:0,Group A,[],[],[],[]
"Dec 6, 1995",Aalborg BK,FC Porto,2:2,Group A,"[""11'"", ""69'""]","['Erik Bo Andersen', 'Jens Madsen']","[""62'"", ""75'""]","['Émerson', 'Émerson']"
"Sep 13, 1995",Legia Warszawa,Rosenborg,3:1,Group B,"[""65'"", ""69'"", ""74'""]","['Leszek Pisz', 'Ryszard Staniek', 'Leszek Pisz']","[""64'""]",['Mini Jakobsen']
"Sep 13, 1995",Blackburn,Spartak Moscow,0:1,Group B,[],[],"[""41'""]",['Sergey Yuran']
"Sep 27, 1995",Spartak Moscow,Legia Warszawa,2:1,Group B,"[""13'"", ""52'""]","['Yuriy Nikiforov', 'Sergey Yuran']","[""82'""]",['Marek Jozwiak']
"Sep 27, 1995",Rosenborg,Blackburn,2:1,Group B,"[""29'"", ""86'""]","['Kalle Löken', 'Ståle Stensaas']","[""62'""]",['Mike Newell']
"Oct 18, 1995",Legia Warszawa,Blackburn,1:0,Group B,"[""26'""]",['Jerzy Podbrozny'],[],[]
"Oct 18, 1995",Rosenborg,Spartak Moscow,2:4,Group B,"[""2'"", ""44'""]","['Kalle Löken', 'Harald Brattbakk']","[""58'"", ""67'"", ""76'"", ""83'""]","['Dmitriy Alenichev', 'Yuriy Nikiforov', 'Valeriy Kechinov', 'Valeriy Kechinov']"
"Nov 1, 1995",Blackburn,Legia Warszawa,0:0,Group B,[],[],[],[]
"Nov 1, 1995",Spartak Moscow,Rosenborg,4:1,Group B,"[""2'"", ""9'"", ""19'"", ""80'""]","['Valeriy Shmarov', 'Sergey Yuran', 'Ilya Tsymbalar', 'Andrey Tikhonov']","[""90'""]",['Kalle Löken']
"Nov 22, 1995",Rosenborg,Legia Warszawa,4:0,Group B,"[""17'"", ""44'"", ""63'"", ""88'""]","['Roar Strand', 'Harald Brattbakk', 'Mini Jakobsen', 'Vegard Heggem']",[],[]
"Nov 22, 1995",Spartak Moscow,Blackburn,3:0,Group B,"[""23'"", ""47'"", ""54'""]","['Dmitriy Alenichev', 'Yuriy Nikiforov', 'Ramiz Mamedov']",[],[]
"Dec 6, 1995",Legia Warszawa,Spartak Moscow,0:1,Group B,[],[],"[""41'""]",['Ramiz Mamedov']
"Dec 6, 1995",Blackburn,Rosenborg,4:1,Group B,"[""16'"", ""31'"", ""37'"", ""40'""]","['Alan Shearer', 'Mike Newell', 'Mike Newell', 'Mike Newell']","[""30'""]",['Steffen Iversen']
"Sep 13, 1995",Steaua Bucharest,Rangers,1:0,Group C,"[""85'""]",['Daniel Prodan'],[],[]
"Sep 13, 1995",Bor. Dortmund,Juventus,1:3,Group C,"[""1'""]",['Andreas Möller'],"[""11'"", ""36'"", ""68'""]","['Michele Padovano', 'Alessandro Del Piero', 'Antonio Conte']"
"Sep 27, 1995",Rangers,Bor. Dortmund,2:2,Group C,"[""63'"", ""73'""]","['Richard Gough', 'Ian Ferguson']","[""19'"", ""70'""]","['Heiko Herrlich', 'Martin Kree']"
"Sep 27, 1995",Juventus,Steaua Bucharest,3:0,Group C,"[""34'"", ""39'"", ""48'""]","['Angelo Di Livio', 'Alessandro Del Piero', 'Fabrizio Ravanelli']",[],[]
"Oct 18, 1995",Bor. Dortmund,Steaua Bucharest,1:0,Group C,"[""58'""]",['Lars Ricken'],[],[]
"Oct 18, 1995",Juventus,Rangers,4:1,Group C,"[""15'"", ""17'"", ""23'"", ""75'""]","['Fabrizio Ravanelli', 'Antonio Conte', 'Alessandro Del Piero', 'Fabrizio Ravanelli']","[""78'""]",['Richard Gough']
"Nov 1, 1995",Steaua Bucharest,Bor. Dortmund,0:0,Group C,[],[],[],[]
"Nov 1, 1995",Rangers,Juventus,0:4,Group C,[],[],"[""11'"", ""65'"", ""88'"", ""90'""]","['Alessandro Del Piero', 'Moreno Torricelli', 'Fabrizio Ravanelli', 'Giancarlo Marocchi']"
"Nov 22, 1995",Rangers,Steaua Bucharest,1:1,Group C,"[""39'""]",['Paul Gascoigne'],"[""55'""]",['Adrian Ilie']
"Nov 22, 1995",Juventus,Bor. Dortmund,1:2,Group C,"[""90'""]",['Alessandro Del Piero'],"[""30'"", ""65'""]","['Michael Zorc', 'Lars Ricken']"
"Dec 6, 1995",Bor. Dortmund,Rangers,2:2,Group C,"[""17'"", ""49'""]","['Andreas Möller', 'Karl-Heinz Riedle']","[""11'"", ""85'""]","['Brian Laudrup', 'Gordon Durie']"
"Dec 6, 1995",Steaua Bucharest,Juventus,0:0,Group C,[],[],[],[]
"Sep 13, 1995",Ajax,Real Madrid,1:0,Group D,"[""14'""]",['Marc Overmars'],[],[]
"Sep 13, 1995",Grasshoppers,Ferencváros,0:3,Group D,[],[],"[""61'"", ""81'"", ""90'""]","['Krisztián Lisztes', 'Ottó Vincze', 'Ottó Vincze']"
"Sep 27, 1995",Ferencváros,Ajax,1:5,Group D,"[""59'""]",['Elek Nyilas'],"[""57'"", ""67'"", ""80'"", ""85'"", ""88'""]","['Jari Litmanen', 'Patrick Kluivert', 'Jari Litmanen', 'Frank de Boer', 'Jari Litmanen']"
"Sep 27, 1995",Real Madrid,Grasshoppers,2:0,Group D,"[""69'"", ""88'""]","['Iván Zamorano', 'Iván Zamorano']",[],[]
"Oct 18, 1995",Ajax,Grasshoppers,3:0,Group D,"[""10'"", ""68'"", ""87'""]","['Patrick Kluivert', 'Patrick Kluivert', 'Finidi George']",[],[]
"Oct 18, 1995",Real Madrid,Ferencváros,6:1,Group D,"[""23'"", ""24'"", ""33'"", ""47'"", ""54'"", ""84'""]","['Raúl', 'Raúl', 'Iván Zamorano', 'Iván Zamorano', 'Fernando Hierro', 'Raúl']","[""64'""]",['Goran Kopunovic']
"Nov 1, 1995",Grasshoppers,Ajax,0:0,Group D,[],[],[],[]
"Nov 1, 1995",Ferencváros,Real Madrid,1:1,Group D,"[""36'""]",['Flórián Albert Jr.'],"[""74'""]",['Raúl']
"Nov 22, 1995",Real Madrid,Ajax,0:2,Group D,[],[],"[""64'"", ""76'""]","['Jari Litmanen', 'Patrick Kluivert']"
"Nov 22, 1995",Ferencváros,Grasshoppers,3:3,Group D,"[""20'"", ""24'"", ""85'""]","['Flórián Albert Jr.', 'Krisztián Lisztes', 'Elek Nyilas']","[""21'"", ""47'"", ""64'""]","['Nestor Subiat', 'Alexandre Comisetti', 'Ali Ibrahim']"
"Dec 6, 1995",Ajax,Ferencváros,4:0,Group D,"[""17'"", ""22'"", ""62'"", ""66'""]","['Marc Overmars', 'Ronald de Boer', 'Jari Litmanen', 'Jari Litmanen']",[],[]
"Dec 6, 1995",Grasshoppers,Real Madrid,0:2,Group D,[],[],"[""56'"", ""67'""]","['Raúl', 'Michel']"
"Mar 5, 1996",Bor. Dortmund,Ajax,0:2,Quarter Finals Leg 1,[],[],"[""8'"", ""85'""]","['Edgar Davids', 'Patrick Kluivert']"
"Mar 5, 1996",FC Nantes,Spartak Moscow,2:0,Quarter Finals Leg 1,"[""28'"", ""67'""]","[""Japhet N'Doram"", 'Nicolas Ouédec']",[],[]
"Mar 5, 1996",Legia Warszawa,Panathinaikos,0:0,Quarter Finals Leg 1,[],[],[],[]
"Mar 6, 1996",Real Madrid,Juventus,1:0,Quarter Finals Leg 1,"[""20'""]",['Raúl'],[],[]
"Mar 20, 1996",Ajax,Bor. Dortmund,1:0,Quarter Finals Leg 2,"[""75'""]",['Kiki Musampa'],[],[]
"Mar 20, 1996",Spartak Moscow,FC Nantes,2:2,Quarter Finals Leg 2,"[""32'"", ""38'""]","['Yuriy Nikiforov', 'Yuriy Nikiforov']","[""63'"", ""86'""]","['Nicolas Ouédec', 'Nicolas Ouédec']"
"Mar 20, 1996",Panathinaikos,Legia Warszawa,3:0,Quarter Finals Leg 2,"[""33'"", ""57'"", ""71'""]","['Krzysztof Warzycha', 'Krzysztof Warzycha', 'Juan José Borrelli']",[],[]
"Mar 20, 1996",Juventus,Real Madrid,2:0,Quarter Finals Leg 2,"[""17'"", ""53'""]","['Alessandro Del Piero', 'Michele Padovano']",[],[]
"Apr 3, 1996",Ajax,Panathinaikos,0:1,Semi Finals Leg 1,[],[],"[""87'""]",['Krzysztof Warzycha']
"Apr 3, 1996",Juventus,FC Nantes,2:0,Semi Finals Leg 1,"[""49'"", ""66'""]","['Gianluca Vialli', 'Vladimir Jugovic']",[],[]
"Apr 17, 1996",Panathinaikos,Ajax,0:3,Semi Finals Leg 2,[],[],"[""4'"", ""77'"", ""86'""]","['Jari Litmanen', 'Jari Litmanen', 'Nordin Wooter']"
"Apr 17, 1996",FC Nantes,Juventus,3:2,Semi Finals Leg 2,"[""44'"", ""69'"", ""82'""]","['Eddy Capron', ""Japhet N'Doram"", 'Franck Renou']","[""17'"", ""50'""]","['Gianluca Vialli', 'Paulo Sousa']"
"May 22, 1996",Juventus,Ajax,5:3 on pens,Final,"[""12'""]",['Fabrizio Ravanelli'],"[""41'""]",['Jari Litmanen']
"Sep 11, 1996",AJ Auxerre,Ajax,0:1,Group A,[],[],"[""3'""]",['Jari Litmanen']
"Sep 11, 1996",Grasshoppers,Rangers,3:0,Group A,"[""18'"", ""28'"", ""79'""]","['Murat Yakin', 'Kubilay Türkyilmaz', 'Kubilay Türkyilmaz']",[],[]
"Sep 25, 1996",Rangers,AJ Auxerre,1:2,Group A,"[""71'""]",['Paul Gascoigne'],"[""55'"", ""69'""]","['Thomas Deniaud', 'Thomas Deniaud']"
"Sep 25, 1996",Ajax,Grasshoppers,0:1,Group A,[],[],"[""60'""]",['Murat Yakin']
"Oct 16, 1996",AJ Auxerre,Grasshoppers,1:0,Group A,"[""42'""]",['Thomas Deniaud'],[],[]
"Oct 16, 1996",Ajax,Rangers,4:1,Group A,"[""25'"", ""41'"", ""83'"", ""89'""]","['Dani', 'Dani', 'Tijani Babangida', 'Nordin Wooter']","[""88'""]",['Ian Durrant']
"Oct 30, 1996",Rangers,Ajax,0:1,Group A,[],[],"[""38'""]",['Arnold Scholten']
"Oct 30, 1996",Grasshoppers,AJ Auxerre,3:1,Group A,"[""17'"", ""29'"", ""59'""]","['Viorel Moldovan', 'Viorel Moldovan', 'Mats Gren']","[""48'""]",['Mats Gren']
"Nov 20, 1996",Rangers,Grasshoppers,2:1,Group A,"[""65'"", ""72'""]","['Ally McCoist', 'Ally McCoist']","[""76'""]",['Jan Berger']
"Nov 20, 1996",Ajax,AJ Auxerre,1:2,Group A,"[""44'""]",['Tijani Babangida'],"[""11'"", ""56'""]","['Bernard Diomède', 'Steve Marlet']"
"Dec 4, 1996",AJ Auxerre,Rangers,2:1,Group A,"[""20'"", ""32'""]","['Lilian Laslandes', 'Steve Marlet']","[""36'""]",['Richard Gough']
"Dec 4, 1996",Grasshoppers,Ajax,0:1,Group A,[],[],"[""31'""]",['Patrick Kluivert']
"Sep 11, 1996",Atlético Madrid,Steaua Bucharest,4:0,Group B,"[""33'"", ""45'"", ""64'"", ""84'""]","['Juan Esnáider', 'Juan Esnáider', 'Diego Simeone', 'Diego Simeone']",[],[]
"Sep 11, 1996",Bor. Dortmund,Widzew Lodz,2:1,Group B,"[""45'"", ""68'""]","['Heiko Herrlich', 'Heiko Herrlich']","[""84'""]",['Marek Citko']
"Sep 25, 1996",Widzew Lodz,Atlético Madrid,1:4,Group B,"[""45'""]",['Marek Citko'],"[""25'"", ""32'"", ""58'"", ""60'""]","['Milinko Pantic', 'Diego Simeone', 'Diego Simeone', 'Kiko Narváez']"
"Sep 25, 1996",Steaua Bucharest,Bor. Dortmund,0:3,Group B,[],[],"[""7'"", ""37'"", ""77'""]","['Lars Ricken', 'Jörg Heinrich', 'Stéphane Chapuisat']"
"Oct 16, 1996",Atlético Madrid,Bor. Dortmund,0:1,Group B,[],[],"[""51'""]",['Stefan Reuter']
"Oct 16, 1996",Steaua Bucharest,Widzew Lodz,1:0,Group B,"[""82'""]",['Daniel Bogusz'],[],[]
"Oct 30, 1996",Bor. Dortmund,Atlético Madrid,1:2,Group B,"[""17'""]",['Heiko Herrlich'],"[""37'"", ""42'""]","['Roberto Fresnedoso', 'Milinko Pantic']"
"Oct 30, 1996",Widzew Lodz,Steaua Bucharest,2:0,Group B,"[""40'"", ""48'""]","['Slawomir Majak', 'Ryszard Czerwiec']",[],[]
"Nov 20, 1996",Steaua Bucharest,Atlético Madrid,1:1,Group B,"[""46'""]",['Sabin Ilie'],"[""24'""]",['Milinko Pantic']
"Nov 20, 1996",Widzew Lodz,Bor. Dortmund,2:2,Group B,"[""15'"", ""20'""]","['Jacek Dembiński', 'Jacek Dembiński']","[""14'"", ""65'""]","['Paul Lambert', 'Jürgen Kohler']"
"Dec 4, 1996",Atlético Madrid,Widzew Lodz,1:0,Group B,"[""83'""]",['Milinko Pantic'],[],[]
"Dec 4, 1996",Bor. Dortmund,Steaua Bucharest,5:3,Group B,"[""13'"", ""22'"", ""43'"", ""63'"", ""65'""]","['Stéphane Chapuisat', 'Stéphane Chapuisat', 'René Tretschok', 'Karl-Heinz Riedle', 'Michael Zorc']","[""17'"", ""52'"", ""79'""]","['Adrian Ilie', 'Marius Baciu', 'Aurel Calin']"
"Sep 11, 1996",Rapid Vienna,Fenerbahce,1:1,Group C,"[""70'""]",['Christian Stumpf'],"[""31'""]",['Elvir Bolic']
"Sep 11, 1996",Juventus,Man Utd,1:0,Group C,"[""33'""]",['Alen Boksic'],[],[]
"Sep 25, 1996",Man Utd,Rapid Vienna,2:0,Group C,"[""20'"", ""27'""]","['Ole Gunnar Solskjær', 'David Beckham']",[],[]
"Sep 25, 1996",Fenerbahce,Juventus,0:1,Group C,[],[],"[""22'""]",['Alen Boksic']
"Oct 16, 1996",Rapid Vienna,Juventus,1:1,Group C,"[""20'""]",['Andrzej Lesiak'],"[""9'""]",['Christian Vieri']
"Oct 16, 1996",Fenerbahce,Man Utd,0:2,Group C,[],[],"[""55'"", ""60'""]","['David Beckham', 'Eric Cantona']"
"Oct 30, 1996",Juventus,Rapid Vienna,5:0,Group C,"[""4'"", ""27'"", ""29'"", ""60'"", ""74'""]","['Alen Boksic', 'Paolo Montero', 'Alessandro Del Piero', 'Alen Boksic', 'Alessandro Del Piero']",[],[]
"Oct 30, 1996",Man Utd,Fenerbahce,0:1,Group C,[],[],"[""78'""]",['Elvir Bolic']
"Nov 20, 1996",Fenerbahce,Rapid Vienna,1:0,Group C,"[""78'""]",['Jes Högh'],[],[]
"Nov 20, 1996",Man Utd,Juventus,0:1,Group C,[],[],"[""37'""]",['Alessandro Del Piero']
"Dec 4, 1996",Rapid Vienna,Man Utd,0:2,Group C,[],[],"[""24'"", ""72'""]","['Ryan Giggs', 'Eric Cantona']"
"Dec 4, 1996",Juventus,Fenerbahce,2:0,Group C,"[""41'"", ""84'""]","['Michele Padovano', 'Nicola Amoruso']",[],[]
"Sep 11, 1996",Milan,FC Porto,2:3,Group D,"[""14'"", ""69'""]","['Marco Simone', 'George Weah']","[""52'"", ""75'"", ""83'""]","['Artur Oliveira', 'Jardel', 'Jardel']"
"Sep 11, 1996",IFK Göteborg,Rosenborg,2:3,Group D,"[""38'"", ""49'""]","['Magnus Erlingmark', 'Magnus Erlingmark']","[""32'"", ""52'"", ""64'""]","['Mini Jakobsen', 'Steffen Iversen', 'Harald Brattbakk']"
"Sep 25, 1996",Rosenborg,Milan,1:4,Group D,"[""16'""]",['Trond Soltvedt'],"[""6'"", ""23'"", ""25'"", ""56'""]","['Marco Simone', 'Marco Simone', 'Marco Simone', 'George Weah']"
"Sep 25, 1996",FC Porto,IFK Göteborg,2:1,Group D,"[""27'"", ""51'""]","['Artur Oliveira', 'Artur Oliveira']","[""71'""]",['Jorge Costa']
"Oct 16, 1996",IFK Göteborg,Milan,2:1,Group D,"[""75'"", ""84'""]","['Erik Wahlstedt', 'Niclas Alexandersson']","[""52'""]",['George Weah']
"Oct 16, 1996",Rosenborg,FC Porto,0:1,Group D,[],[],"[""90'""]",['Jardel']
"Oct 30, 1996",Milan,IFK Göteborg,4:2,Group D,"[""4'"", ""14'"", ""44'"", ""90'""]","['Zvonimir Boban', 'Demetrio Albertini', 'Tomas Locatelli', 'Roberto Baggio']","[""27'"", ""32'""]","['Jesper Blomqvist', 'Andreas Andersson']"
"Oct 30, 1996",FC Porto,Rosenborg,3:0,Group D,"[""32'"", ""41'"", ""60'""]","['Zlatko Zahovic', 'Ljubinko Drulovic', 'Artur Oliveira']",[],[]
"Nov 20, 1996",Rosenborg,IFK Göteborg,1:0,Group D,"[""66'""]",['Bent Skammelsrud'],[],[]
"Nov 20, 1996",FC Porto,Milan,1:1,Group D,"[""71'""]",['Edmílson'],"[""56'""]",['Edgar Davids']
"Dec 4, 1996",IFK Göteborg,FC Porto,0:2,Group D,[],[],"[""64'"", ""89'""]","['Jardel', 'Edmílson']"
"Dec 4, 1996",Milan,Rosenborg,1:2,Group D,"[""45'""]",['Christophe Dugarry'],"[""29'"", ""70'""]","['Harald Brattbakk', 'Vegard Heggem']"
"Mar 5, 1997",Bor. Dortmund,AJ Auxerre,3:1,Quarter Finals Leg 1,"[""12'"", ""54'"", ""83'""]","['Karl-Heinz Riedle', 'René Schneider', 'Andreas Möller']","[""75'""]",['Sabri Lamouchi']
"Mar 5, 1997",Ajax,Atlético Madrid,1:1,Quarter Finals Leg 1,"[""53'""]",['Patrick Kluivert'],"[""8'""]",['Juan Esnáider']
